Gender,Country,SubscriptionType,ContractType,TenureMonths,MonthlyCharge,SupportTickets,DaysSinceLastLogin,PaymentFailures,Churn
Male,India,Basic,Annual,34,20.2,1,4,0,0
Female,Germany,Premium,Annual,64,61.94,2,12,0,0
Male,India,Premium,Monthly,29,94.38,1,8,0,1
Male,Germany,Free,Annual,3,5.38,0,21,0,0
Male,Canada,Basic,Annual,9,33.99,1,5,1,0
Female,India,Premium,Monthly,25,85.78,1,21,1,1
Female,UK,Free,Monthly,42,2.39,1,10,0,1
Female,Germany,Free,Monthly,46,0.43,0,9,1,0
Male,UK,Free,Monthly,59,13.63,2,8,0,0
Male,Egypt,Premium,Monthly,21,62.58,1,25,0,1
Male,Germany,Free,Monthly,22,14.59,2,18,0,1
Male,India,Premium,Monthly,29,78.07,3,42,0,1
Male,Germany,Premium,Monthly,63,76.89,2,6,0,1
Male,UK,Basic,Monthly,61,38.24,0,1,0,0
Female,Canada,Free,Annual,64,10.25,2,4,0,0
Female,Germany,Premium,Annual,69,78.64,0,9,1,0
Female,India,Free,Monthly,40,5.39,1,4,0,1
Female,Egypt,Premium,Monthly,1,60.31,2,2,1,1
Male,USA,Premium,Monthly,65,73.41,1,13,0,1
Male,Canada,Free,Annual,62,8.55,4,25,0,0
Female,Egypt,Premium,Annual,54,96.96,0,31,0,1
Male,Germany,Premium,Annual,60,83.17,1,11,2,0
Female,UK,Premium,Monthly,46,75.31,1,14,1,1
Female,UK,Free,Annual,5,11.15,0,31,0,0
Female,India,Basic,Monthly,22,38.93,0,10,1,1
Male,UK,Free,Annual,53,8.69,1,34,0,0
Female,Canada,Free,Monthly,70,3.7,0,75,1,0
Female,UK,Free,Annual,32,4.64,0,47,0,0
Female,India,Premium,Monthly,11,55.17,1,13,0,1
Male,USA,Free,Annual,10,4.47,3,19,0,0
Male,Germany,Free,Annual,39,11.19,1,28,0,1
Female,Germany,Basic,Monthly,31,37.34,0,9,0,0
Male,UK,Premium,Monthly,12,64.96,2,35,0,1
Male,Egypt,Free,Annual,38,8.0,1,13,1,0
Male,Germany,Basic,Monthly,67,26.42,2,41,0,1
Male,USA,Basic,Monthly,66,37.15,0,6,0,0
Male,UK,Premium,Monthly,52,70.95,1,0,0,1
Male,India,Free,Monthly,5,3.79,3,22,0,1
Male,USA,Basic,Monthly,11,27.64,1,13,1,1
Male,UK,Premium,Monthly,25,72.85,3,1,0,0
Male,USA,Premium,Monthly,35,90.03,0,15,0,1
Male,Germany,Premium,Monthly,35,64.57,2,4,0,0
Female,India,Free,Annual,22,13.11,0,22,0,1
Female,UK,Free,Annual,37,11.84,0,13,0,1
Male,Canada,Premium,Annual,55,72.52,1,4,0,0
Female,India,Free,Monthly,72,9.14,3,12,1,1
Female,Canada,Premium,Annual,64,96.09,1,6,2,1
Male,USA,Basic,Monthly,20,28.79,0,23,0,1
Male,Egypt,Free,Monthly,4,6.27,1,8,0,1
Male,India,Basic,Annual,18,26.85,4,38,0,0
Female,USA,Basic,Annual,51,30.84,2,0,1,0
Female,Canada,Basic,Annual,68,20.66,4,11,2,1
Male,Germany,Basic,Annual,20,48.61,1,21,1,0
Male,Germany,Premium,Monthly,9,68.01,1,1,0,1
Male,Egypt,Basic,Monthly,26,43.67,1,5,0,1
Female,India,Free,Annual,25,10.58,4,9,1,1
Female,India,Premium,Monthly,68,99.03,2,0,0,1
Female,India,Free,Monthly,41,3.33,3,17,0,1
Female,USA,Basic,Annual,59,41.46,3,22,0,0
Male,Egypt,Premium,Annual,45,65.26,0,6,0,0
Male,India,Free,Monthly,41,6.81,0,17,1,0
Male,USA,Premium,Annual,38,93.85,0,155,0,1
Male,Germany,Premium,Annual,19,68.59,0,48,0,1
Female,Canada,Premium,Annual,14,78.63,0,1,0,0
Female,USA,Free,Monthly,21,5.33,2,3,0,1
Male,Germany,Basic,Monthly,15,26.47,1,15,1,1
Male,Germany,Free,Monthly,3,7.49,0,6,0,0
Female,Canada,Basic,Monthly,37,27.6,2,2,2,1
Male,Germany,Premium,Monthly,46,85.05,2,6,0,1
Female,Egypt,Basic,Monthly,16,48.23,2,1,0,1
Male,Canada,Basic,Monthly,14,37.09,0,17,0,1
Male,Germany,Premium,Annual,9,99.54,2,15,0,1
Male,UK,Free,Monthly,7,8.87,2,0,0,0
Male,USA,Free,Annual,14,8.2,0,14,1,0
Male,Germany,Free,Annual,6,8.35,1,16,1,1
Male,Egypt,Premium,Monthly,15,51.99,0,20,0,1
Male,India,Basic,Annual,52,33.57,0,77,0,1
Female,Germany,Premium,Monthly,72,68.61,1,89,1,0
Female,India,Basic,Monthly,34,20.91,0,16,1,0
Female,UK,Premium,Annual,1,68.19,4,41,0,1
Female,Germany,Premium,Monthly,69,68.67,2,2,0,1
Female,Canada,Basic,Annual,20,38.58,0,17,0,0
Male,India,Free,Monthly,7,3.16,1,25,0,1
Male,UK,Basic,Annual,7,35.68,2,18,0,1
Female,Canada,Premium,Monthly,50,79.51,4,6,0,1
Male,Canada,Free,Annual,2,3.82,2,1,0,1
Female,Canada,Free,Monthly,47,1.08,2,11,1,1
Female,Canada,Basic,Annual,14,34.05,0,23,0,1
Male,Germany,Basic,Annual,31,40.41,2,105,1,1
Male,USA,Basic,Monthly,50,38.64,2,6,0,1
Male,Germany,Basic,Annual,61,41.07,2,55,1,1
Female,Germany,Free,Monthly,41,13.89,0,2,1,0
Male,UK,Premium,Annual,14,64.5,2,59,0,1
Female,UK,Free,Monthly,5,9.23,2,39,0,1
Female,USA,Free,Annual,5,1.93,1,0,0,1
Female,UK,Premium,Annual,64,52.34,0,8,0,0
Male,Egypt,Premium,Monthly,29,65.56,1,1,1,1
Male,USA,Premium,Monthly,5,61.12,1,119,0,1
Female,UK,Free,Monthly,36,7.23,1,12,0,0
Male,USA,Basic,Annual,19,36.55,1,24,0,1
Male,Germany,Basic,Monthly,64,49.53,1,6,0,1
Male,Germany,Premium,Monthly,22,84.17,2,60,0,1
Female,USA,Basic,Annual,34,22.53,2,7,1,0
Female,Egypt,Basic,Monthly,56,31.85,3,7,0,0
Male,Egypt,Free,Annual,17,5.84,0,8,0,0
Female,USA,Free,Monthly,56,0.01,1,14,0,0
Male,UK,Free,Monthly,17,7.0,1,0,0,0
Male,India,Basic,Annual,18,31.08,2,20,0,0
Male,Egypt,Free,Monthly,45,12.95,1,1,0,1
Male,Canada,Free,Monthly,56,6.73,1,17,0,0
Female,Germany,Premium,Annual,50,58.5,2,13,1,1
Female,USA,Premium,Monthly,58,98.6,1,6,0,1
Female,Canada,Premium,Annual,18,97.28,1,9,0,1
Male,USA,Premium,Annual,7,68.68,2,27,2,1
Male,Germany,Free,Monthly,10,7.44,1,0,0,1
Male,Germany,Basic,Monthly,69,21.75,2,8,0,0
Female,Egypt,Free,Annual,3,5.11,4,25,1,1
Male,Egypt,Free,Monthly,44,5.84,1,4,0,0
Female,Canada,Free,Monthly,70,11.34,5,18,1,1
Female,USA,Free,Annual,14,1.09,2,4,0,1
Female,Germany,Free,Monthly,4,12.98,2,4,2,1
Female,Canada,Basic,Annual,18,35.43,3,33,3,1
Female,India,Free,Monthly,52,8.72,0,7,0,0
Female,Canada,Basic,Monthly,38,38.26,0,10,0,1
Male,UK,Premium,Monthly,20,59.09,2,29,1,1
Male,Canada,Basic,Annual,44,31.22,1,4,0,0
Female,UK,Basic,Annual,51,37.56,3,17,0,0
Female,UK,Free,Annual,19,7.41,2,55,0,0
Male,UK,Free,Monthly,68,14.05,0,18,0,1
Female,India,Free,Monthly,66,0.02,1,1,0,0
Female,Canada,Basic,Monthly,13,44.04,2,20,1,1
Male,Canada,Free,Monthly,62,4.67,1,2,0,0
Female,India,Basic,Monthly,61,29.72,3,7,1,1
Female,Germany,Premium,Annual,30,87.48,0,42,0,1
Female,Egypt,Premium,Monthly,30,71.53,1,0,1,0
Male,Canada,Free,Annual,51,3.2,2,2,0,0
Male,Egypt,Basic,Monthly,48,32.25,2,10,1,1
Male,USA,Premium,Annual,33,82.97,1,163,0,1
Female,USA,Basic,Monthly,19,45.38,2,8,0,0
Female,India,Free,Monthly,71,2.14,1,4,0,0
Male,USA,Basic,Monthly,57,26.98,2,18,0,0
Female,USA,Premium,Monthly,19,70.53,0,16,0,1
Female,Germany,Basic,Monthly,41,47.64,4,13,0,0
Female,Germany,Free,Monthly,42,7.66,0,64,0,0
Female,Germany,Premium,Monthly,52,98.22,0,7,1,1
Female,USA,Free,Annual,4,3.29,5,8,0,1
Male,India,Basic,Annual,4,43.99,0,3,0,0
Female,UK,Premium,Annual,5,73.18,0,26,3,1
Male,UK,Free,Monthly,41,1.49,1,9,0,0
Female,Egypt,Free,Annual,61,13.88,1,36,0,0
Male,UK,Basic,Monthly,55,47.02,5,78,0,1
Female,UK,Free,Monthly,13,3.75,0,1,1,0
Male,Germany,Free,Monthly,14,3.09,1,110,1,1
Female,Germany,Basic,Monthly,60,26.88,1,6,0,0
Male,USA,Basic,Monthly,72,25.5,2,12,1,1
Female,Egypt,Premium,Monthly,25,74.33,2,33,1,1
Male,Canada,Basic,Monthly,44,26.02,4,24,0,1
Female,Egypt,Basic,Annual,10,43.8,0,33,0,1
Male,Egypt,Free,Annual,71,9.85,0,14,0,0
Male,India,Premium,Annual,50,69.93,3,55,0,0
Female,USA,Basic,Annual,44,25.92,2,34,1,0
Female,India,Free,Monthly,14,10.2,1,8,0,1
Male,Egypt,Basic,Annual,15,22.26,1,65,1,0
Female,Egypt,Basic,Annual,16,45.06,2,71,0,1
Male,Egypt,Basic,Monthly,2,33.13,2,12,1,1
Male,UK,Premium,Monthly,30,54.01,1,23,0,0
Male,India,Basic,Annual,30,46.24,1,37,0,0
Female,Egypt,Basic,Monthly,31,46.31,0,37,1,1
Male,Germany,Free,Annual,20,4.89,2,0,1,0
Male,USA,Premium,Monthly,49,67.92,1,22,0,1
Female,USA,Basic,Monthly,35,31.18,4,80,0,1
Female,Germany,Free,Monthly,23,11.45,1,6,1,0
Female,USA,Basic,Monthly,61,34.68,3,35,0,0
Female,UK,Free,Annual,55,2.19,3,17,0,0
Male,UK,Free,Annual,67,14.32,1,6,0,0
Male,Canada,Free,Monthly,8,1.15,1,1,0,0
Male,Canada,Basic,Monthly,40,24.53,2,31,0,0
Male,Canada,Basic,Annual,59,41.78,0,8,0,0
Female,USA,Basic,Annual,32,34.34,3,10,1,0
Male,UK,Free,Monthly,7,11.62,1,15,0,1
Male,UK,Basic,Monthly,2,39.83,0,16,0,1
Female,UK,Premium,Annual,6,64.79,1,5,0,0
Male,Germany,Premium,Annual,36,67.54,1,24,0,0
Male,UK,Premium,Monthly,32,71.77,0,26,0,0
Male,Germany,Premium,Monthly,45,50.2,4,3,1,0
Male,Canada,Free,Annual,42,7.33,2,17,0,0
Male,Canada,Premium,Annual,53,62.79,1,21,0,0
Male,USA,Basic,Monthly,9,37.33,1,5,1,0
Female,Canada,Free,Monthly,49,5.83,0,49,0,1
Female,USA,Free,Annual,2,7.97,3,15,0,0
Male,Egypt,Free,Monthly,67,13.41,1,3,1,1
Male,Egypt,Premium,Monthly,11,91.37,2,9,0,1
Female,India,Basic,Monthly,50,49.12,1,14,0,0
Male,USA,Basic,Monthly,35,49.36,4,0,1,1
Male,India,Premium,Annual,15,62.08,3,1,1,1
Male,India,Basic,Monthly,31,23.12,2,1,0,0
Female,Egypt,Free,Annual,62,10.46,0,17,0,0
Male,USA,Premium,Monthly,28,95.25,1,9,0,0
Female,Egypt,Free,Monthly,25,13.89,0,49,0,0
Male,India,Free,Monthly,25,3.24,1,18,0,1
Female,USA,Basic,Annual,1,41.11,0,31,0,0
Female,India,Basic,Annual,59,25.36,2,26,0,0
Male,UK,Premium,Monthly,69,84.45,2,16,0,0
Female,USA,Free,Annual,42,6.41,0,30,1,0
Male,USA,Free,Annual,34,12.29,3,17,0,0
Female,India,Basic,Annual,66,24.88,0,11,0,1
Male,UK,Basic,Monthly,18,36.46,1,13,1,1
Male,Germany,Premium,Annual,5,72.51,0,40,0,1
Female,Egypt,Free,Monthly,20,0.78,0,18,1,1
Male,India,Free,Monthly,66,12.56,1,10,0,0
Male,USA,Basic,Annual,62,22.26,0,4,1,0
Female,Egypt,Free,Monthly,32,14.91,1,15,0,0
Male,Egypt,Premium,Monthly,58,79.82,4,6,0,1
Male,Egypt,Free,Monthly,50,9.2,3,69,2,1
Female,Germany,Basic,Annual,38,28.43,2,15,0,0
Female,Canada,Free,Annual,55,3.94,1,0,0,0
Male,India,Premium,Monthly,28,81.13,1,2,0,0
Male,Canada,Free,Annual,22,14.67,0,7,1,1
Female,Canada,Premium,Monthly,43,60.95,2,2,0,0
Female,Canada,Free,Monthly,36,12.76,0,49,1,1
Male,Egypt,Premium,Annual,52,87.35,1,42,0,0
Female,UK,Free,Monthly,36,0.55,1,78,1,0
Male,Egypt,Basic,Monthly,28,34.67,2,27,0,1
Male,Egypt,Basic,Monthly,58,36.11,2,23,0,0
Male,USA,Basic,Annual,36,44.98,1,57,0,0
Male,USA,Premium,Monthly,70,91.86,1,64,0,0
Male,Canada,Premium,Annual,9,76.41,3,46,1,1
Female,Egypt,Free,Annual,21,7.92,2,43,0,0
Female,Canada,Basic,Monthly,64,48.35,4,25,0,0
Female,USA,Basic,Annual,61,35.54,2,0,1,0
Female,UK,Premium,Monthly,40,84.8,2,12,1,0
Male,India,Free,Monthly,56,6.36,1,22,0,0
Male,Canada,Basic,Annual,4,35.55,1,17,1,1
Male,UK,Free,Annual,31,4.68,2,38,0,0
Male,India,Basic,Monthly,27,32.2,2,38,0,1
Female,Germany,Basic,Monthly,58,35.92,2,20,0,1
Male,Canada,Free,Monthly,25,2.74,5,0,1,1
Male,Canada,Basic,Monthly,69,41.27,2,10,1,0
Female,Germany,Premium,Monthly,70,81.63,1,6,0,1
Female,Germany,Basic,Monthly,5,22.99,1,9,0,0
Female,Canada,Basic,Annual,8,43.66,0,21,0,0
Female,Germany,Basic,Monthly,9,40.55,2,2,2,1
Male,Egypt,Premium,Monthly,15,84.02,2,0,0,1
Male,India,Free,Annual,7,0.89,2,13,0,1
Female,India,Free,Annual,72,8.06,2,35,1,0
Male,India,Basic,Monthly,15,23.65,3,1,0,0
Male,Egypt,Basic,Monthly,37,43.2,3,42,1,1
Male,Germany,Free,Annual,39,13.37,0,11,1,1
Female,UK,Premium,Monthly,6,61.74,5,3,1,1
Male,Germany,Premium,Monthly,57,92.71,1,18,0,0
Female,Canada,Basic,Annual,19,46.97,1,67,1,1
Male,USA,Free,Monthly,63,8.39,2,17,2,1
Male,India,Premium,Monthly,31,97.15,2,26,0,0
Male,Germany,Free,Monthly,10,6.47,2,37,1,1
Female,UK,Premium,Monthly,67,52.44,2,35,0,1
Male,Canada,Basic,Monthly,62,22.81,0,2,1,1
Female,Egypt,Premium,Annual,3,69.96,0,30,1,0
Female,Egypt,Premium,Monthly,18,81.26,5,66,0,1
Female,UK,Premium,Monthly,25,89.89,2,27,0,0
Male,Canada,Free,Monthly,20,14.69,2,40,0,1
Male,India,Free,Annual,58,14.71,1,15,1,0
Male,Germany,Premium,Monthly,50,89.27,1,8,0,1
Male,Canada,Basic,Monthly,10,31.29,0,25,0,1
Female,Egypt,Basic,Annual,21,22.43,1,15,2,0
Female,UK,Premium,Monthly,29,79.46,1,50,0,1
Female,UK,Premium,Monthly,10,71.8,2,81,0,1
Male,Germany,Premium,Monthly,13,97.44,2,38,2,1
Female,UK,Basic,Monthly,47,35.91,0,108,1,1
Male,UK,Premium,Monthly,23,87.98,1,9,0,1
Female,Canada,Premium,Annual,50,79.15,2,50,0,0
Male,India,Basic,Monthly,4,33.63,1,9,0,1
Male,Germany,Free,Monthly,67,6.17,1,3,1,1
Female,Canada,Basic,Monthly,53,44.96,1,21,0,0
Female,India,Basic,Monthly,2,32.64,0,13,0,1
Female,Canada,Premium,Monthly,68,66.47,1,56,0,1
Female,USA,Free,Annual,65,4.24,0,15,0,0
Male,Canada,Premium,Monthly,57,80.12,1,58,1,0
Female,UK,Premium,Annual,70,79.39,0,2,1,0
Female,India,Free,Monthly,7,12.21,1,39,1,1
Female,Germany,Premium,Monthly,19,80.01,1,31,0,1
Male,Germany,Free,Monthly,44,13.71,2,28,0,1
Male,India,Premium,Monthly,63,95.15,0,10,1,0
Female,UK,Basic,Monthly,65,31.78,2,34,0,0
Male,Egypt,Premium,Monthly,39,88.41,0,15,0,0
Female,Canada,Basic,Annual,26,35.29,3,28,0,0
Male,UK,Basic,Monthly,44,41.51,1,18,0,1
Male,USA,Premium,Monthly,12,54.23,1,4,0,1
Male,India,Free,Monthly,22,0.67,0,1,2,1
Male,Canada,Free,Monthly,14,4.84,0,10,1,1
Female,Germany,Free,Monthly,30,8.54,2,59,0,0
Female,Egypt,Premium,Monthly,44,92.39,2,17,0,1
Female,USA,Basic,Monthly,38,44.21,3,36,2,1
Male,Germany,Basic,Annual,59,36.83,0,19,0,0
Female,India,Basic,Annual,42,48.09,1,70,0,1
Female,Canada,Free,Monthly,52,3.02,0,10,1,0
Female,India,Basic,Monthly,63,24.69,2,1,0,0
Male,Canada,Free,Annual,61,3.96,1,33,0,0
Male,UK,Free,Monthly,34,4.21,0,27,2,1
Male,Egypt,Basic,Monthly,39,48.15,1,16,2,0
Female,UK,Free,Monthly,41,2.09,1,9,0,1
Female,UK,Premium,Monthly,37,58.08,2,5,0,1
Female,India,Basic,Monthly,65,37.21,1,14,0,1
Male,Egypt,Free,Monthly,32,11.79,1,24,2,1
Male,Canada,Free,Monthly,8,10.67,2,19,1,1
Female,Canada,Free,Monthly,18,2.21,1,13,0,1
Male,USA,Premium,Annual,45,65.61,3,17,1,1
Male,Germany,Free,Monthly,33,0.58,6,3,0,1
Male,USA,Free,Monthly,5,0.27,2,26,0,1
Male,USA,Basic,Monthly,36,30.24,3,29,0,1
Female,Canada,Free,Annual,23,3.79,3,0,0,1
Male,India,Free,Annual,40,10.25,2,7,0,1
Male,UK,Basic,Annual,5,38.7,0,2,0,1
Male,UK,Free,Monthly,34,13.43,1,139,0,1
Male,UK,Premium,Annual,24,94.67,0,20,0,0
Female,Egypt,Free,Annual,17,0.72,2,14,0,0
Female,Canada,Free,Monthly,71,5.57,0,14,0,0
Male,India,Premium,Monthly,22,75.18,1,74,1,1
Male,Egypt,Premium,Monthly,15,63.58,0,24,1,0
Male,Germany,Free,Annual,15,2.4,0,4,0,0
Male,India,Premium,Monthly,25,75.69,1,13,1,0
Male,USA,Premium,Monthly,53,57.24,0,33,0,0
Male,India,Free,Annual,21,10.81,0,12,0,0
Female,India,Free,Annual,66,10.53,2,8,1,1
Male,UK,Free,Annual,32,6.76,2,104,0,0
Female,India,Premium,Annual,21,69.78,0,60,0,0
Female,USA,Free,Monthly,68,7.74,0,62,0,1
Male,USA,Basic,Annual,44,22.4,2,3,0,0
Female,Canada,Premium,Monthly,66,59.04,0,6,0,0
Female,India,Free,Annual,14,10.65,3,13,2,1
Female,UK,Basic,Monthly,15,20.95,1,39,1,0
Female,India,Free,Annual,20,2.97,1,29,1,1
Female,Germany,Free,Annual,34,0.74,0,42,1,0
Female,Germany,Premium,Annual,36,54.3,2,56,1,1
Male,UK,Basic,Monthly,9,21.47,0,33,0,0
Female,Canada,Premium,Monthly,71,54.62,3,7,0,0
Female,Canada,Free,Annual,30,5.02,0,7,1,0
Female,USA,Basic,Monthly,63,42.97,1,10,2,1
Male,USA,Premium,Annual,35,58.7,3,8,0,1
Female,Egypt,Free,Monthly,13,3.2,1,6,0,0
Male,UK,Basic,Annual,46,43.84,2,31,1,0
Female,India,Free,Monthly,56,5.15,1,1,0,1
Male,UK,Premium,Annual,9,52.81,1,29,0,0
Male,Egypt,Basic,Annual,36,46.92,2,38,1,1
Female,USA,Basic,Monthly,3,35.24,4,2,1,1
Female,UK,Basic,Monthly,19,40.65,1,1,0,1
Male,UK,Basic,Monthly,28,49.37,0,7,1,1
Female,USA,Premium,Monthly,23,70.11,1,5,0,0
Male,Egypt,Free,Monthly,7,11.17,1,19,1,1
Male,USA,Basic,Annual,14,30.26,2,25,0,0
Male,Canada,Basic,Monthly,46,24.93,2,22,0,0
Male,India,Basic,Monthly,15,28.52,2,10,0,0
Male,USA,Premium,Monthly,67,55.99,2,15,1,0
Female,Egypt,Basic,Monthly,15,34.33,0,22,0,0
Male,Germany,Premium,Monthly,51,90.41,1,3,0,0
Male,Canada,Free,Annual,8,5.05,2,6,0,1
Female,Germany,Basic,Annual,69,25.84,1,49,0,0
Male,USA,Premium,Monthly,62,55.24,2,9,0,0
Female,Canada,Free,Monthly,51,13.76,0,36,2,0
Female,India,Premium,Annual,63,78.63,0,6,0,1
Female,USA,Premium,Monthly,68,64.09,3,1,0,0
Male,India,Basic,Monthly,16,33.3,0,15,1,0
Male,UK,Basic,Monthly,24,48.44,3,49,2,0
Male,Germany,Premium,Monthly,6,60.51,4,38,0,1
Female,Canada,Basic,Annual,57,43.02,3,6,0,0
Male,India,Basic,Annual,31,38.53,0,53,0,1
Female,Egypt,Basic,Monthly,6,44.6,0,14,3,0
Male,India,Basic,Monthly,29,38.02,1,1,2,0
Female,Egypt,Premium,Annual,67,88.48,4,1,1,0
Male,USA,Basic,Annual,3,38.81,1,15,0,0
Male,Canada,Free,Annual,28,10.54,4,17,0,1
Male,India,Free,Annual,48,1.3,1,2,0,0
Female,India,Free,Monthly,10,1.76,1,56,0,1
Female,Canada,Basic,Annual,33,35.73,0,28,0,0
Male,India,Premium,Annual,67,89.95,1,36,0,1
Male,Egypt,Basic,Monthly,69,45.63,0,19,0,1
Female,India,Premium,Annual,12,75.57,1,24,1,0
Female,Germany,Premium,Monthly,57,91.91,1,11,0,0
Female,USA,Free,Monthly,44,5.44,2,25,0,0
Male,UK,Free,Monthly,13,7.6,1,84,0,1
Female,Egypt,Free,Monthly,24,5.41,1,23,0,1
Male,Germany,Free,Monthly,44,11.75,2,9,0,0
Female,USA,Premium,Monthly,57,52.14,2,7,0,0
Male,Canada,Premium,Monthly,16,64.04,0,73,1,1
Female,Egypt,Basic,Monthly,21,29.29,1,5,2,0
Female,UK,Free,Monthly,51,3.34,0,36,0,1
Female,USA,Premium,Monthly,21,63.41,1,14,0,1
Female,UK,Premium,Annual,60,56.63,1,13,0,0
Female,Canada,Free,Monthly,51,10.28,2,30,0,1
Male,Canada,Free,Monthly,21,0.4,3,4,0,1
Female,Egypt,Basic,Annual,6,21.82,1,14,0,1
Female,India,Premium,Annual,65,92.9,1,1,0,0
Female,Canada,Basic,Annual,58,35.18,2,24,0,0
Male,USA,Free,Monthly,6,11.4,2,1,1,1
Female,India,Basic,Monthly,65,21.2,2,2,0,0
Male,Germany,Basic,Annual,34,44.78,2,41,2,1
Female,UK,Free,Monthly,56,9.13,2,13,0,1
Female,India,Premium,Monthly,3,53.51,2,5,0,1
Male,UK,Basic,Monthly,42,29.57,2,20,1,1
Female,India,Free,Annual,62,1.49,1,16,1,0
Male,Germany,Basic,Monthly,6,25.9,1,12,0,1
Male,Canada,Basic,Annual,6,24.81,4,52,0,1
Female,Germany,Free,Annual,63,12.56,3,30,0,0
Male,Canada,Free,Monthly,20,8.25,2,4,0,1
Female,Canada,Basic,Annual,21,44.33,1,19,0,0
Female,UK,Basic,Annual,2,29.93,1,2,0,1
Male,USA,Basic,Annual,56,25.2,1,6,2,0
Male,Germany,Basic,Monthly,10,26.28,3,53,0,1
Male,India,Premium,Annual,70,67.13,1,14,2,1
Male,Germany,Premium,Monthly,23,84.19,1,49,1,1
Female,UK,Basic,Annual,30,46.32,1,4,0,0
Female,Canada,Free,Monthly,37,3.02,3,5,0,1
Male,UK,Premium,Monthly,55,92.34,1,10,1,1
Female,Egypt,Basic,Annual,49,22.65,2,10,1,0
Female,Egypt,Premium,Annual,34,50.32,3,30,0,1
Female,India,Premium,Monthly,44,57.92,0,20,0,1
Female,UK,Basic,Monthly,22,48.73,2,18,0,0
Male,India,Basic,Monthly,31,30.09,3,20,0,1
Male,India,Premium,Annual,7,52.33,1,29,0,1
Female,Egypt,Free,Annual,21,13.66,6,49,0,1
Male,India,Basic,Annual,16,36.13,1,12,0,0
Male,Egypt,Basic,Monthly,20,37.73,1,36,0,1
Male,Canada,Free,Monthly,43,8.98,0,15,1,0
Female,UK,Free,Annual,44,3.03,3,28,0,0
Female,India,Premium,Annual,47,75.75,2,46,1,0
Female,Egypt,Premium,Monthly,19,88.61,3,1,0,1
Male,Germany,Basic,Annual,48,35.7,2,17,0,0
Female,India,Free,Monthly,69,10.87,3,100,0,1
Female,USA,Free,Monthly,11,12.0,1,15,0,0
Male,Canada,Free,Monthly,29,14.71,2,44,0,0
Female,Canada,Basic,Monthly,45,32.76,0,5,0,1
Female,Germany,Premium,Monthly,68,69.61,1,20,0,0
Male,Egypt,Premium,Monthly,36,53.49,5,45,0,0
Male,India,Free,Monthly,48,5.05,2,12,0,1
Male,Egypt,Free,Annual,15,1.56,1,15,0,0
Female,Canada,Basic,Monthly,44,40.12,2,2,1,1
Female,Egypt,Free,Monthly,67,8.64,1,1,0,0
Female,Canada,Free,Monthly,40,14.28,0,14,2,1
Male,Egypt,Free,Monthly,14,6.64,2,41,0,0
Male,Germany,Premium,Annual,63,97.38,2,59,0,0
Female,UK,Free,Monthly,51,8.62,1,24,1,1
Female,Germany,Free,Annual,58,2.65,1,39,0,0
Male,Germany,Premium,Annual,15,93.19,2,29,1,1
Male,UK,Basic,Monthly,65,29.98,1,27,0,0
Male,UK,Free,Monthly,55,7.41,2,32,0,0
Male,India,Basic,Monthly,10,38.07,2,15,2,0
Female,India,Free,Monthly,42,2.46,0,13,0,0
Male,Germany,Premium,Annual,11,57.5,1,4,0,0
Female,Germany,Free,Monthly,16,9.08,1,41,0,1
Female,Canada,Premium,Monthly,19,83.28,1,1,0,0
Female,Canada,Free,Monthly,31,7.33,2,7,0,0
Male,India,Basic,Monthly,53,29.08,2,16,0,0
Male,USA,Premium,Monthly,8,78.24,0,78,0,1
Male,USA,Basic,Monthly,24,43.54,2,34,0,0
Male,India,Basic,Monthly,8,20.65,3,10,0,1
Female,Canada,Free,Monthly,48,8.91,5,28,1,1
Male,Canada,Basic,Annual,30,36.29,2,59,0,1
Male,USA,Basic,Annual,58,41.53,2,17,0,0
Female,Egypt,Free,Monthly,55,0.23,2,14,0,0
Male,Egypt,Free,Monthly,62,6.74,1,18,1,1
Female,Canada,Free,Annual,48,6.48,3,8,1,0
Female,Egypt,Premium,Monthly,4,99.97,1,52,0,1
Female,UK,Free,Monthly,37,12.5,1,35,0,1
Female,India,Premium,Monthly,8,75.32,2,27,0,1
Female,India,Basic,Annual,1,40.86,2,20,1,1
Female,Canada,Free,Monthly,70,14.01,4,77,1,0
Female,Germany,Premium,Annual,47,63.04,0,8,0,1
Female,USA,Free,Annual,5,9.52,0,7,0,0
Male,Canada,Premium,Annual,50,65.24,1,6,0,0
Male,Egypt,Free,Annual,24,10.2,2,30,0,0
Male,USA,Basic,Monthly,47,24.83,1,35,0,1
Male,Germany,Free,Monthly,18,4.96,0,20,0,1
Female,Egypt,Free,Annual,28,8.23,6,23,0,1
Male,UK,Premium,Annual,5,90.16,1,9,0,0
Female,Egypt,Basic,Monthly,30,33.04,0,1,0,1
Male,UK,Premium,Annual,1,94.77,3,6,0,1
Male,USA,Premium,Monthly,46,95.29,2,19,1,0
Male,UK,Basic,Monthly,69,49.7,2,37,0,1
Female,USA,Basic,Monthly,31,36.73,2,33,0,1
Male,USA,Premium,Monthly,70,59.75,2,4,0,0
Female,USA,Premium,Monthly,56,85.49,0,1,0,0
Female,USA,Free,Monthly,28,13.37,2,42,1,1
Male,USA,Basic,Monthly,16,20.72,2,2,1,1
Male,Egypt,Free,Monthly,54,8.25,5,11,1,1
Male,USA,Free,Monthly,53,13.45,1,2,0,0
Female,Egypt,Basic,Annual,12,37.34,1,18,0,1
